,Question,1,2,3,4,5
796,"Role of echocardiography in acute myocardial infarction.
 Interventional therapies such as thrombolytic agents, angioplasty and surgery have emerged as important options in the management of patients with myocardial infarction.
 These therapies are aimed at improving myocardial perfusion with the ultimate improvement or restoration of myocardial function.
 Two-dimensional echocardiography with digital storage and display is an ideal technique for temporally monitoring regional ventricular function and the effectiveness of interventional therapy.
 By design, 2-dimensional echocardiography is noninvasive and can be performed conveniently at the bedside.
 For these reasons, echocardiography is the principal imaging technique at Indiana University Hospital for patients with acute myocardial infarction.
 Computer retrieval of echocardiograms can be achieved in about 10 seconds at the nurses' station in the coronary care unit.
 With the availability of such an examination, the physician has a better understanding of the site, size and function of the infarct area.
 The state of the noninfarcted myocardium is also assessed and may be critical to the patient's prognosis.
 With the digital recordings, serial studies can be displayed side-by-side, making it easier for the physician to follow the natural history or to judge the effect of therapy.
 Echocardiography also is useful in identifying many complications that can occur with myocardial infarction.
 For these reasons, and because echocardiography will also show related cardiac problems, it is indispensable in the management of acute myocardial infarction.
",0,0,1,0,0
797,"Sequential gradient pneumatic compression enhances venous ulcer healing: a randomized trial.
 The treatment of venous ulcers has remained largely unchanged for centuries.
 The application of properly applied graduated compression bandages, the use of graduated compression stockings, and surgery have been shown to achieve healing.
 However, some ulcers persist despite appropriate management.
 A randomized study was undertaken to compare two regimens of treatment for such patients.
 Both regimens included ulcer debridement, cleaning, nonadherent dressing, and graduated compression stockings.
 In one regimen, sequential gradient intermittent pneumatic compression was applied for 4 hours each day.
 Only one of 24 patients in the control group had complete healing of all ulcers compared with 10 of 21 patients healed in the intermittent pneumatic compression group.
 The median rate of ulcer healing in the control group was 2.1% area per week compared to 19.8% area per week in the intermittent pneumatic compression group.
 The results indicate that sequential gradient intermittent pneumatic compression is beneficial in the treatment of venous ulcers.
",0,0,1,0,0
798,"The relative biological effectiveness of fractionated doses of fast neutrons (42 MeVd----Be) for normal tissues. III. Effects on lung function.
 The effect of single and fractionated doses of fast neutrons (42 MeVd----Be) on the early and late radiation responses of the pig lung have been assessed by the measurement of changes in lung function using a 133Xe washout technique.
 The results obtained for irradiation schedules with fast neutrons have been compared with those after photon irradiation.
 There was no statistically significant difference between the values for the relative biological effectiveness (RBE) for the early and late radiation response of the lung.
 The RBE of the neutron beam increased with decreasing size of dose/fraction with an upper limit value of 4.39 +/- 0.94 for infinitely small X-ray doses per fraction.
",0,0,0,1,0
799,"Regulation of fibrillar collagen types I and III and basement membrane type IV collagen gene expression in pressure overloaded rat myocardium.
 Left ventricular hypertrophy is based on cardiac myocyte growth.
 The hypertrophic process can be considered heterogeneous based on whether it also includes a remodeling and accumulation of fibrillar types I and III collagens that are responsible for impaired myocardial stiffness.
 In the heart, the messenger RNA (mRNA) for fibrillar collagen types I and III has been detected only in cardiac fibroblasts, whereas mRNA for basement membrane collagen type IV is present in both fibroblasts and myocytes.
 We studied the early and long-term expression of these collagenous proteins in rat myocardium after abdominal aortic banding with renal ischemia.
 Complementary DNA probes for rat pro-alpha 2 (I), mouse type III and mouse type IV collagens, and chicken beta-actin were used.
 Northern and dot blot analysis on total RNA extracted from left ventricular tissue indicated a sixfold increase in steady-state levels of mRNA for collagen type I on day 3 of abdominal aortic banding, which had declined to control levels by day 7 where it remained rather constant at 4 and 8 weeks.
 Type III collagen showed a similar pattern of gene expression after banding.
 mRNA levels for type IV collagen, on the other hand, were elevated on day 1 after banding, returning to control at day 7 and remaining constant.
 Actin mRNA levels also increased on day 1 of banding, followed by a rapid return to control levels.
 Monospecific antibody to types I and III collagens and immunofluorescent light microscopy on frozen sections of the myocardium revealed that at 1 week after banding, the distribution and density of these collagens were similar to those of control animals.
",0,0,1,0,0
800,"Fatal ethanol intoxication from household products not intended for ingestion.
 Fatal acute ethanol intoxication is frequently encountered in medicolegal practice.
 Although the vast majority of acute ethanol toxicity deaths follow the ingestion of conventional alcoholic beverages, ethanol can be obtained from a variety of commercial products, which often contain high levels of ethyl alcohol but are not manufactured or designed for consumption.
 Such products may be easily purchased in locales where statutory limitations restrict liquor availability on Sundays or during the early morning hours.
 Several acute ethanol fatalities have been encountered in New Mexico that were directly related to consumption of non-beverage ethanol-containing products, all of them occurring during times when alcoholic beverage sales were restricted.
 Despite the fact that manufacturers deliberately include compounds in these products that discourage ingestion, this policy apparently does little to deter individuals who are searching for a source of ethanol when no conventional beverages are available.
 The products that were consumed in these fatalities also contained other compounds which would be toxic at much greater concentrations, but which were inconsequential in their effects in comparison with the direct toxic effect of ethanol.
 Investigation of the scene and awareness that alcohol-containing products can be fatally abused are essential to detecting these unconventional ethanol sources.
",0,0,0,1,0
801,"Left ventricular fibroma: echocardiographic diagnosis and successful surgical excision in three cases.
 The management of three patients with left ventricular fibromas is outlined.
 All were asymptomatic children.
 Routine chest radiography suggested cardiac masses.
 M-mode and two-dimensional echocardiography were valuable adjuncts to conventional angiography in assessing these children.
 Electrocardiographic changes, present in all cases, were shown to regress postoperatively.
 We stress the importance of these noninvasive aids in the initial investigation and outline our operative methods of reconstruction.
",1,0,0,0,0
802,"The use of diazepam in chloroquine poisoning.
 A 39-year-old patient was found to be unconscious after having taken 2.5 g of chloroquine.
 Treatment consisted mainly of gastric lavage and diazepam.
 Experimental and clinical evidence is presented to show that diazepam in varying doses significantly decreases the mortality rate.
",0,0,0,1,0
803,"Study of verbal description in neuropathic pain.
 The aim of this paper is to study the quality of verbal description and its diagnostic value in neuropathic pain.
 The verbal description of pain as assessed by a French adjective list questionnaire (QDSA) is compared between a group of 100 patients with neuropathic pain and a mixed group of 97 chronic benign and cancer non-neuropathic pain patients.
 Seventeen descriptors of the 61 QDSA descriptors have a significant intergroup frequency difference.
 By principal component analysis and Varimax rotation of the intercorrelation matrix of descriptors in the neuropathic group.
 7 factors accounting for 66.0% of the total variance are derived.
 Six factors reflect purely sensory or affective aspects of the pain experience.
 Seven descriptors from the discriminant analysis function correctly assign 77% of neuropathic pain patients and 81% of the non-neuropathic pain patients.
 In a second neuropathic pain group of 32 patients, the discriminant function coefficient permits correct diagnostic categorization in 66% of the cases.
 Implications for clinical practice and trials are discussed.
",0,1,0,0,0
804,"Placement of esophageal stethoscope by acoustic criteria does not consistently yield an optimal location for the monitoring of core temperature.
 The esophageal stethoscope has evolved into a device for both acoustic and core temperature monitoring.
 To test whether routine placement according to acoustic criteria results in placement of the core temperature sensor in the region of contiguity between the esophagus and the heart, we determined the depth of placement electrocardiographically.
 All patients were undergoing nonthoracic elective operations requiring general anesthesia and tracheal intubation.
 First, we established that different observers selected the same esophageal depth within +/- 1 cm electrocardiographically, using the criterion of a symmetric biphasic P wave of maximal amplitude (7 patients).
 Then, in 30 more patients, we compared routine acoustic placements with the depths of the maximal-amplitude biphasic P wave.
 Stethoscopes placed according to acoustic criteria were within +/- 3 cm of P-wave depths in 15 of 30 patients.
 In the remaining patients, measured discrepancies ranged up to 13.5 cm.
 We conclude that the prevailing stethoscope design, with a thermistor at the tip, below the acoustic window, does not ensure placement of the thermistor within the optimal region for monitoring of core temperature.
 A modification in design that would take advantage of the reliability of electrocardiographic positioning is suggested.
",0,0,0,0,1
805,"Use of computed tomographic scanning and aortography in the diagnosis of acute dissection of the thoracic aorta.
 Before the introduction of computed tomographic (CT) scanning, aortography was the investigation of choice for acute aortic dissection.
 Between 1978 and 1982, 24 patients were referred to the Brompton Hospital with suspected acute thoracic aortic dissection; all had aortography with diagnosis confirmed at surgery (n = 12) or necropsy (n = 2) or supported by clinical outcome (n = 8).
 One patient in whom aortography was negative had type B dissection at necropsy and another patient was lost to follow up.
 CT scanning became available in this unit in 1983 and between 1983 and 1987 was used as the only imaging investigation in 32 patients with suspected acute dissection of the thoracic aorta while in a further 22 patients aortography was used alone.
 Results were confirmed at surgery (n = 18), necropsy (n = 3), or supported by clinical outcome (n = 31).
 Two patients were lost to follow up.
 In an additional 16 patients both aortography and CT scanning were performed with concordant findings in 10.
 In six in whom the results were discordant, aortography was normal in three in whom subsequent CT scanning showed type B dissection and CT scanning was normal in three patients in whom aortography showed type A dissection.
 Both CT scanning and aortography are reliable techniques for assessment of suspected acute dissection of the thoracic aorta.
 Both techniques misdiagnose occasionally and the frequency of misdiagnosis will be minimised by performing both investigations in patients where the level of clinical suspicion is high and the initial investigation negative.
 CT scanning tends to miss type A dissection and in view of the success of surgery in this condition this failing has the more serious clinical consequences.
",0,0,1,0,0
806,"Influence of postmortem time and temperature on osteoinductive activity of demineralized microperforated ethylene oxide-sterilized syngeneic bone implant in the rat.
 Bone morphogenetic protein is labile and easily inactivated by many extracorporeal factors.
 It is crucial to establish whether delay in retrieval of donor bone and ambient holding temperature of the donor body influence osteoinductivity of bone left in situ.
 Of ten adult rats that were killed, five were kept at 4 degrees and five at room temperature.
 Femurs were harvested at 24, 36, 48, 72, and 168 hours.
 After processing, segments were implanted in 20 four-week-old syngeneic rats for 14 days.
 The level of osteoinduction was evaluated histologically.
 It was excellent in the 4 degrees group in the 24-, 36-, and 48-hour specimens but less advanced at 72 hours.
 Bone taken from the room temperature group showed findings identical to those kept at 4 degrees through 36 hours, but osteoinduction was less advanced at 48 hours and absent at 72 hours.
 No bone formed at 168 hours in either temperature group.
 The following observations were made.
 (1) Osteoinductivity of demineralized bone left in situ after death was unexpectedly stable.
 (2) Retrieval time was extended by donor cooling.
 (3) Microperforated demineralized bone actively induced new bone formation.
 (4) Ethylene oxide does not inhibit osteoinduction when correctly applied for sterilization.
 If confirmed in humans, retrieval of bone to be used for osteoinduction could be delayed for some hours, particularly if the donor was immediately refrigerated.
 This would increase the effective number of bone tissue donors and utilize an undeveloped resource.
",0,0,0,0,1
807,"Continuous suprascapular nerve block for analgesia of scapular fracture.
 Fracture of the scapular is uncommon but painful.
 A case is described in which a comminuted scapular fracture was treated with a continuous suprascapular nerve block.
 With the patient lying supine an epidural needle was directed towards the scapular notch via a superior approach and an epidural catheter was placed when the notch was believed to have been identified.
 Repeat injections of 10 ml bupivacaine 0.25 per cent with 1/200,000 epinephrine provided analgesia within minutes and a duration of 8-10 hr.
 Injection of 10 ml radio-opaque dye demonstrated the catheter to be lateral to the scapular notch.
 However, dye dispersed throughout the supraspinous fossa including the scapular notch thus blocking the suprascapular nerve.
 This case demonstrates that continuous suprascapular nerve block can be performed for five days and that location of the scapular notch is less important than previously thought.
",0,0,0,1,0
808,"Dacron fabric-enveloped hydroxyapatite prosthesis for sternal tumor defect: an autopsy report.
 A 38-year-old housewife with solitary plasmacytoma of the manubrium who underwent a subtotal sternectomy treated by resection of the lesion is reported.
 This was followed by replacement with a Dacron fabric-enveloped hydroxyapatite prosthesis.
 The Dacron fabric was sutured to the surrounding tissues, and then the clavicle was passed through the cylindrical-shaped Dacron fabric to form a sternoclavicular joint capsule.
 The patient returned to her daily life 3 months after the operation.
 She had no trouble in her daily living, without any dislocation of the sternoclavicular joints or any displacement of the artificial sternum.
 The autopsy examination about 1 year after the operation showed that the Dacron fabric enveloping the artificial sternum became stronger with time.
 The sternoclavicular joint also was stably fixed, and the Dacron fabric fulfilled its function as an artificial articular capsule and biologic fixation of the surrounding supporting tissues.
",1,0,0,0,0
809,"Porta hepatis disruption from blunt trauma.
 Extrahepatic porta hepatis injuries from blunt abdominal trauma are exceedingly rare; all recently reported cases involve disruption of the common bile duct at its intrapancreatic portion.
 We herein report a patient with lacerations of the proper hepatic artery and bile duct occurring from deceleration/torsion of the porta hepatis after high speed vehicular collision.
",0,0,0,1,0
810,"Critical care transportation medicine: new concepts in pretransport stabilization of the critically ill patient.
 Regionalization of health care for trauma has become commonplace, and the same concept for critically ill medical/surgical patients is developing.
 Recent evidence suggests that current stabilization measures used by transport teams can be inadequate for this critically ill patient population.
 In trauma, speed has been considered a necessity to get the patient to a facility which cannot be carried out to the field, eg, an operating room.
 For acute medical illnesses, critical care transport teams can bring intensive care technology to the patient.
 Accumulating evidence supports the premise that speed of transport is not as important as stabilization before transport, knowledge of hemodynamics during transport, and early use of critical care monitoring systems.
 Other reports identify the need for initial evaluation and stabilization of critically ill patients by physicians at the critical care level of expertise.
 Accordingly, critical care transportation teams have evolved, creating new notions of pretransport stabilization not applicable to previous transport systems.
",0,0,1,0,0
811,"Mutagen sensitivity in patients with head and neck cancers: a biologic marker for risk of multiple primary malignancies.
 Eighty-four patients with head and neck cancers were evaluated for in vitro sensitivity to mutagens and then followed longitudinally for development of multiple primary malignancies.
 We assessed mutagen sensitivity by exposing lymphocytes to bleomycin in vitro and quantitating the bleomycin-induced chromosomal breaks per cell.
 The mutagen-hypersensitive patients, ie, those who expressed greater than 1.0 break per cell, were significantly more likely to develop multiple primary cancers than were patients who were less sensitive (less than or equal to 1.0 break per cell) (relative risk = 4.4; 95% confidence limits = 1.2, 15.8).
 This relationship was independent of age, sex, site, and treatment of first primary cancer and tobacco or alcohol exposures.
 Sensitivity to bleomycin-induced chromosomal damage serves as an indicator of genetic susceptibility to multiple primary malignancies in patients with head and neck cancers.
",1,0,0,0,0
812,"Underestimation of treatment effect in crossover trials.
 In crossover trials each subject serves as his own control.
 For the study of cardiovascular diseases such as hypertension and angina pectoria, properly designed crossover studies are preferred to parallel studies.
 There is a considerable between-subject variability of symptoms in some of these conditions.
 Bias due to this is eliminated by the use of a crossover design.
 However, a problem is the so-called treatment-by-period interaction.
 The present study analyzes the potential influences of this on the outcome of the trial.
 Physical carryover effect, defined as a physical effect of the first treatment period carrying on into the second, tends to minimize differences between two consecutive treatment periods.
 So does the frustrating experience of an inactive agent in the first treatment period.
 Outside influences such as the change of the seasons may affect lengthy crossover trials in a similar way.
 The author concludes that the treatment effect in a crossover trial tends to be underestimated.
 The current concept that reports of clinical trials are generally biased toward an exaggeration of treatment effects does not seem to apply to crossover trials.
",0,0,1,0,0
813,"Double-peaking circadian variation in the occurrence of sustained supraventricular tachyarrhythmias.
 We studied 251 patients less than or equal to 65 years of age admitted for treatment of symptomatic supraventricular tachyarrhythmia to assess whether these arrhythmias begin evenly throughout the day or manifest circadian variation in occurrence.
 The arrhythmias included 152 episodes of atrial fibrillation, 50 episodes of supraventricular reentry tachycardia, 30 episodes of atrial flutter, and 19 cases of ectopic atrial tachycardia.
 A total of 209 patients could tell the exact time their symptoms had started.
 In 38 of them (18%), the arrhythmia had begun between midnight and 6:00 AM, in 63 (30%) between 6:01 AM and noon, in 46 (22%) between noon and 6:00 PM, and in 62 (30%) between 6:01 PM and midnight.
 This distribution differed significantly from uniform occurrence (chi square 8.7, p less than 0.05).
 Fifty patients were using beta-adrenoceptor blocking agents when the arrhythmia occurred.
 Compared with the other 159 patients, they had no morning surge of arrhythmias (20% versus 33.3% of episodes between 6:01 AM and noon), but instead a much higher incidence at night (34% versus 13.2% of episodes between midnight and 6:00 AM) (chi square 14.4, p less than 0.005).
 We conclude that the frequency of onset of sustained supraventricular tachyarrhythmias varies with the time of day, showing nearly equal peaks in the morning and in the evening and a trough at night.
 The modifying effect of beta-adrenoceptor blockage suggests that many morning arrhythmias are of adrenergic origin while other, probably vagal arrhythmogenic mechanisms, prevail at night.
",0,0,1,0,0
814,"Regional myocardial metabolism of high-energy phosphates during isometric exercise in patients with coronary artery disease 
 BACKGROUND.
 The maintenance of cellular levels of high-energy phosphates is required for myocardial function and preservation.
 In animals, severe myocardial ischemia is characterized by the rapid loss of phosphocreatine and a decrease in the ratio of phosphocreatine to ATP.
 METHODS.
 To determine whether ischemic metabolic changes are detectable in humans, we recorded spatially localized phosphorus-31 nuclear-magnetic-resonance (31P NMR) spectra from the anterior myocardium before, during, and after isometric hand-grip exercise.
 RESULTS.
 The mean (+/- SD) ratio of phosphocreatine to ATP in the left ventricular wall when subjects were at rest was 1.72 +/- 0.15 in normal subjects (n = 11) and 1.59 +/- 0.31 in patients with nonischemic heart disease (n = 9), and the ratio did not change during hand-grip exercise in either group.
 However, in patients with coronary heart disease and ischemia due to severe stenosis (greater than or equal to 70 percent) of the left anterior descending or left main coronary arteries (n = 16), the ratio decreased from 1.45 +/- 0.31 at rest to 0.91 +/- 0.24 during exercise (P less than 0.001) and recovered to 1.27 +/- 0.38 two minutes after exercise.
 Only three patients with coronary heart disease had clinical symptoms of ischemia during exercise.
 Repeat exercise testing in five patients after revascularization yielded values of 1.60 +/- 0.20 at rest and 1.62 +/- 0.18 during exercise (P not significant), as compared with 1.51 +/- 0.19 at rest and 1.02 +/- 0.26 during exercise before revascularization (P less than 0.02).
 CONCLUSIONS.
 The decrease in the ratio of phosphocreatine to ATP during hand-grip exercise in patients with myocardial ischemia reflects a transient imbalance between oxygen supply and demand in myocardium with compromised blood flow.
 Exercise testing with 31P NMR is a useful method of assessing the effect of ischemia on myocardial metabolism of high-energy phosphates and of monitoring the response to treatment.
",0,0,1,0,0
815,"Hepatic tumors: signal enhancement at Doppler US after intravenous injection of a contrast agent.
 Experiments were carried out to detect and establish the origin of Doppler and echo signal enhancement in small vessels of the systemic circulation and of tumors after intravenous injection of a contrast agent.
 Eight woodchucks (Marmota monax) were studied; each woodchuck had naturally occurring hepatocellular carcinoma.
 Injections of 0.1-4.0 mL of air-filled human serum albumin microspheres were administered into a hind limb or jugular vein.
 Ultrasound (US) examination included transabdominal duplex scanning, color Doppler imaging, placement of a Doppler transducer on the exposed tumor, and surgical implantation of pulsed Doppler cuffs.
 Doppler signals were assessed by recording color Doppler images and results of spectral analysis.
 While subjective echo level was unaffected within the tumors, dramatic Doppler signal enhancement was recorded in both normal and tumor vessels.
 At optimum dose levels, a signal gain of approximately 10 dB was recorded from the tumor.
 Analysis showed that the echo enhancement was due to the presence of the contrast agent in branches of the hepatic artery.
 These results suggest that tumor detection may be enhanced by intravenous administration of a US contrast agent.
",1,0,0,0,0
816,"Ionic channels, cholinergic mechanisms, and recovery of sensorimotor function after neocortical infarcts in rats.
 Unilateral photochemical infarcts were produced in the hind limb sensorimotor neocortex of 243 rats by intravenous injection of the fluorescein derivative Rose Bengal and focal illumination of the intact skull surface.
 Facial contact stimuli governed the degree and recovery rate of contralateral tactile/proprioceptive forelimb placing reactions.
 Contralateral forelimb placing recovered, whereas hind limb placing was resistant to recovery.
 Infarcted rats displayed marked recovery of spontaneous limb usage (beam traversing).
 However, deficits in isolated tactile/proprioceptive hind limb placing reactions endured.
 Posttreatment with the class IV calcium antagonist flunarizine after neocortical infarction protected sensorimotor function in a dose-dependent manner.
 This protective effect may be due to the peculiar ionic channel blocking profile of flunarizine.
 Scopolamine hydrobromide reinstated contralateral placing errors in infarcted rats at a dosage that did not affect neurologically intact rats.
 The cognitive enhancer sabeluzole, a novel benzothiazol derivative, dose-dependently blocked the anticholinergic-induced deterioration of a sensorimotor deficit in rats.
",0,1,0,0,0
817,"Identical splicing of aberrant epidermal growth factor receptor transcripts from amplified rearranged genes in human glioblastomas.
 The epidermal growth factor receptor gene has been found to be amplified and rearranged in human glioblastomas in vivo.
 Here we present the sequence across a splice junction of aberrant epidermal growth factor receptor transcripts derived from corresponding and uniquely rearranged genes that are coamplified and coexpressed with non-rearranged epidermal growth factor receptor genes in six primary human glioblastomas.
 Each of these six tumors contains aberrant transcripts derived from identical splicing of exon 1 to exon 8 as a consequence of a deletion-rearrangement of the amplified gene, the extent of which is variable among these tumors.
 In spite of this intertumoral variability, each intragenic rearrangement results in loss of the same 801 coding bases (exons 2-7) and creation of a new codon at the novel splice site in their corresponding transcripts.
 These rearrangements do not, however, affect the mRNA sequence for the signal peptide, the first five codons, or the reading frame downstream of the rearrangement.
",1,0,0,0,0
818,"Is fibrillation chaos?
 Ventricular fibrillation is examined to determine whether it is an instance of deterministic chaos.
 Surface ECGs from dogs in fibrillation were used to generate a state space representation of fibrillation.
 Our analysis failed to identify a low-dimensional attractor that could be associated with fibrillation.
 The results suggest that fibrillation is similar to a nonchaotic random signal.
 We note, however, that such random-looking but nonchaotic behavior can also be generated by a nonlinear deterministic system.
",0,0,0,0,1
819,"Transient hyperprolactinemia is associated with a midcycle luteinizing hormone surge.
 This study demonstrates that LH surge cycles in IVF patients were associated with significantly higher serum PRL concentrations than cycles in which a spontaneous LH surge did not occur.
 Our findings support the hypothesis of concomitant LH and PRL release at the time of the midcycle gonadotropin surge, as well as that of estrogen sensitization of pituitary lactotropes, and suggest a possible mechanism for transient midcycle hyperprolactinemia.
",0,1,0,0,0
820,"Racial differences in the anterior circulation in cerebrovascular disease. How much can be explained by risk factors?
 The entry characteristics of 1367 patients enrolled into the Extracranial/Intracranial Bypass Study were examined to determine if site differences in intracranial and extracranial arterial lesions among racial groups could be explained by differences in risk factors.
 Blacks were more often hypertensive, diabetic, or cigarette smokers, while whites had higher systolic blood pressure and hemoglobin values.
 Orientals had the lowest prevalence of vascular risk factors.
 Despite these differences in risk factors, multivariate analysis showed race to be an independent and strong predictor of the location of cerebrovascular lesions.
 To our knowledge, this study is unique in documenting risk factors prospectively and systematically in three racial groups simultaneously.
 Although generalization is limited by possible biases related to patient selection, the results affirm previous tentative conclusions about the role of race in determining the location of cerebrovascular disease.
",0,1,0,0,0
821,"Exercise test predictors of ambulatory silent ischemia during daily life in stable angina pectoris.
 The predictive value of several exercise test parameters in identifying stable angina patients at risk of silent myocardial ischemia during daily life were examined.
 A total of 97 patients with coronary artery disease, stable angina and ambulatory electrocardiographic data were evaluated.
 Of the 86 patients with a positive exercise test, 39 (group 1) had greater than or equal to 1 episodes of ST-segment depression and 47 (group 2) did not develop ST changes during ambulatory electrocardiographic monitoring.
 Comparison of the exercise test parameters between the 2 groups revealed early onset of ischemia during exercise tests as the single most significant (p less than 0.0005) predictor of ambulatory silent ischemia.
 The other exercise test parameters showing significant differences between the 2 groups were the peak exercise heart rate (117 +/- 23 vs 126 +/- 20 beats/min, p less than 0.05) and peak systolic blood pressure (160 +/- 27 vs 176 +/- 27 mm Hg, p less than 0.01), both of which were significantly lower in the group 1 patients.
 These data were used to derive simple mathematical formulas for calculating the risk of ambulatory silent ischemia.
 These results demonstrate that stable angina patients at risk of silent ischemia during daily life can be accurately identified by evaluation of selected exercise test parameters.
",0,0,1,0,0
822,"Single lung transplantation for primary pulmonary hypertension.
 Single lung transplantation has become a therapeutic option for end-stage interstitial lung disease and obstructive lung disease.
 Our group recently extended this treatment to three patients with primary pulmonary hypertension.
 All patients had marked decreases in pulmonary artery pressures and pulmonary vascular resistance and increases in cardiac output following single lung transplantation.
 Spirometry, lung volumes, and diffusion capacity were not different in comparison to preoperative studies.
 Quantitative ventilation-perfusion scans revealed the majority of perfusion distributed to the transplanted lung, with ventilation approximately equally divided between the native and the transplanted lung.
 Despite ventilation-perfusion imbalance, there was no resting hypoxemia and there was no arterial oxygen desaturation with exercise.
 One patient expired on the 30th postoperative day due to cytomegalovirus infection of the lungs.
 In the remaining two patients, maximum exercise capacity following transplantation was near normal in one recipient and reduced in the second recipient.
 Of note, there was no evidence of ventilatory limitation or impaired oxygenation during exercise in these two recipients.
 Although an exaggerated exercise ventilatory response was present, this did not limit exercise performance.
 This report supports the use of single lung transplantation for the treatment of primary pulmonary hypertension.
",0,0,1,0,0
823,"Balloon dilatation versus surgical revision of infra-inguinal autogenous vein graft stenoses: long-term follow-up.
 Although infra-inguinal autogenous vein graft stenoses may be treated by balloon dilatation (PTA) or surgical revision, the optimal approach is undefined.
 Over the last 7 years 24 PTA procedures were performed on 37 vein graft stenoses in 19 grafts.
 Graft stenoses were diagnosed from 2 to 72 (mean = 17.3) months after implantation.
 PTA was successfully completed in 23 (96%) of the 24 procedures including 18 (95%) of the primary, and 5 (100%) of the secondary procedures.
 Recurrent vein graft stenosis or graft thrombosis developed in 12 (67%) grafts from 3 to 47 (mean = 12.5) months after primary PTA.
 Long-term patency after primary PTA was 69% at 6, 29% at 12, and 22% at 36 months; secondary patency was 81% at 6, 45% at 12, and 27% at 36 months.
 During the same period vein graft stenosis in 7 fem-pop and 2 fem-tib grafts were surgically revised with an initial success rate of 100%, and 2 (22%) complications.
 Four (44%) of these grafts occluded from 1-17 (mean 6.2) months after repair, yielding a primary 5-year patency of 62%.
 Although vein graft stenosis may be safely, effectively, and repeatedly treated with PTA, long-term durability appears to be superior after surgical revision.
",0,0,0,0,1
824,"Usefulness of combined propranolol and verapamil for evaluation of surgical ablation of accessory atrioventricular connections in patients without structural heart disease.
 Successful surgical ablation of atrioventricular (AV) accessory connections may be confirmed during postoperative electrophysiologic testing by the absence of accessory connection conduction in both the anterograde and retrograde directions.
 Whereas the former may be readily apparent by examination of the surface electrocardiogram during sinus rhythm or atrial pacing, assessment of the latter may be complicated by the frequent presence of enhanced retrograde AV nodal conduction in the postoperative period.
 Consequently, availability of interventions that selectively affect AV nodal conduction and refractoriness without concomitant effects on accessory connections may be helpful for assessing the success of the surgical procedure.
 In this study the effects of combined propranolol and verapamil administration on electrophysiologic properties of the AV node and the accessory AV connection were assessed both pre- and postoperatively in 17 patients (12 men and 5 women, mean age 33 years) undergoing surgical ablation of accessory connections.
 Preoperatively, electrophysiologic characteristics of all but 1 of the accessory AV connections were unaffected by propranolol and verapamil administration.
 Postoperatively, on the other hand, propranolol and verapamil significantly prolonged both the retrograde AV node effective refractory period (baseline: 272 +/- 34 ms vs after drugs: 384 +/- 70 ms [p less than 0.0001]) and the shortest cycle length maintaining 1:1 ventriculoatrial conduction (baseline: 357 +/- 99 ms vs after drugs: 485 +/- 64 ms [p less than 0.0001]).
 Late postoperative electrophysiologic evaluation (7 +/- 3 weeks) revealed no evidence of residual accessory AV connection conduction, and all patients remain asymptomatic at 21 +/- 10 months follow-up.
",0,0,0,0,1
825,"Premenstrual syndromes defined by symptom-sets.
 An analysis is made of the pattern of presenting premenstrual symptoms in randomly selected general practice patients from the Wellington region, New Zealand.
 Participants, 1826 healthy women 16-54 years old whose characteristics were reasonably representative of the adult female population, were asked about their general, obstetrical and gynaecological health.
 For the 1456 women who had menstruated within the last month or so, detailed questions were asked about the last menstrual cycle.
 Each woman was assigned to one of seven premenstrual symptom sets.
 Three groups had 'pure' symptoms, ie a predominant single symptom (breast tenderness, bloating or irritability).
 Three groups had 'mixed' symptom-sets.
 The largest of the 'mixed' groups was formed by the women who reported breast tenderness, bloating and irritability together with tension and depression.
 Women in this group were most likely to rate their symptomatology as severe.
 The last group contains a large number of women with miscellaneous symptoms.
 Characteristics of these groups are outlined.
 The study highlights the importance of distinguishing among premenstrual syndromes as this can foster more effective clinical management.
",0,0,0,0,1
826,"Single photon emission computed tomography with thallium-201 during adenosine-induced coronary hyperemia: correlation with coronary arteriography, exercise thallium imaging and two-dimensional echocardiography 
 The feasibility, safety and diagnostic accuracy of single photon emission computed tomography (SPECT) with thallium-201 imaging during adenosine-induced coronary hyperemia were evaluated in 53 patients with and 7 without coronary artery disease proved by coronary angiography.
 Adenosine was infused intravenously at a dose of 0.14 mg/kg body weight per min for 6 min and thallium was injected at 3 min.
 Adenosine caused an increase in heart rate (68 +/- 12 at baseline versus 87 +/- 18 beats/min at peak effect, p less than 0.0001) but no change in blood pressure.
 The sensitivity and specificity were 92% (95% confidence intervals 81% to 98%) and 100% (95% confidence intervals 59% to 100%), respectively; 20 (61%) of 33 patients with multivessel coronary artery disease were also correctly identified.
 In 30 patients, the predictive accuracy of adenosine thallium imaging was slightly higher than that of exercise SPECT thallium imaging (90% versus 80%, p = NS) (95% confidence intervals 72% to 97% and 61% to 92%, respectively).
 In 25 patients, two-dimensional echocardiography during adenosine infusion disclosed a new wall motion abnormality in 2 (10%) of 20 patients with coronary artery disease; 80% of these patients had reversible thallium defects (p less than 0.001).
 Side effects were mild and transient; aminophylline was used in only three patients.
 Thus, adenosine SPECT thallium imaging provides a high degree of accuracy in the diagnosis of coronary artery disease.
 The results are comparable with those of exercise SPECT thallium imaging.
 Most reversible defects in the adenosine study are not associated with any transient wall motion abnormality.
",0,0,1,0,0
